排名,BRAND,MODEL,總分,Price_分數,Capacity_分數,Cache_Size_分數,RPM_分數,Warranty_分數,Series_Tier_分數,CMR / SMR_分數,Reliability_分數,Performance_分數,Noise & Power_分數
37,Toshiba,16TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
38,Toshiba,18TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
39,Toshiba,20TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
40,Toshiba,4TB【S300Pro系列】【監控型】,-883.7280000000001,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
41,Toshiba,6TB【S300Pro系列】【監控型】,-883.7280000000001,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
42,WD,10TB【紅標Plus】,-883.7404444444444,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.010666666666666677,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
43,WD,10TB【金標】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
44,WD,12TB【金標】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
45,WD,16TB【金標】,-883.7502222222223,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
46,Toshiba,8TB【S300Pro系列】【監控型】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
47,Toshiba,10TB【S300Pro系列】【監控型】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
48,Seagate,24TB【監控鷹AI】,-883.7502222222223,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
49,Seagate,24TB【那嘶狼PRO】,-883.7502222222223,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
50,WD,20TB【Ultrastar DCHC560】,-883.7724444444444,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
51,WD,24TB【Ultrastar DCHC590】,-883.7724444444444,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
52,Toshiba,6TB【企業級】,-883.7946666666667,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
53,Toshiba,10TB【企業級】,-883.7946666666667,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
54,Toshiba,12TB【企業級】,-883.7946666666667,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
55,Toshiba,20TB【企業級】,-883.7946666666667,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
56,Seagate,16TB【EXOS企業碟】,-883.7946666666667,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
57,Seagate,20TB【EXOS企業碟】,-883.7946666666667,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
58,Seagate,24TB【EXOS企業碟】,-883.7946666666667,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
