排名,BRAND,MODEL,總分,price_分數,white_分數,black_分數,RGB light_分數,Case_Type_分數,GPU_Max_Length_分數,CPU_Cooler_Max_Height_分數,Motherboard_Compatibility_分數,PSU_Support_分數,Sliding_Rail_分數,Airflow_分數,Cooling_Capacity_分數,Expandability_分數,Noise_Level_分數
47,微星,MPG VELOX 100R WHITE,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
48,微星,MPG VELOX 300R AIRFLOW PZ 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
49,技嘉,AORUS C400 GLASS,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
50,技嘉,AORUS C500 GLASS,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
51,darkFlash,DS900 木紋版,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
52,COUGAR,Dust 2 鐵灰,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
53,COUGAR,Dust 2 沙漠黃,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
54,COUGAR,CFV235 Mesh 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
55,COUGAR,CFV235 Mesh 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
56,COUGAR,FV270 RGB 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
57,COUGAR,FV270 RGB 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
58,COUGAR,OmnyX 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
59,COUGAR,OmnyX 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
60,COUGAR,BLAZER,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
61,Antec,FLUX PRO 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
62,Antec,FLUX PRO 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
63,Antec,C8 ARGB 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
64,Antec,C8 ARGB 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
65,Antec,C8 Curve Wood 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
66,Antec,Performance 1 Silent 靜音版,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
67,Antec,Performance 1 FT 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
68,Antec,Torque 魅影 黑紅,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
69,Antec,Torque 魅影 黑白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
70,全漢,U500-B,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
71,HYTE,Y70 touch infinite 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
72,HYTE,Y70 touch infinite 雪白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
73,Phanteks,NV7 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
74,Phanteks,Evolv X2 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
75,Phanteks,Evolv X2 白,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
76,Phanteks,Enthoo Pro2 黑(非透側),452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
77,Phanteks,Enthoo Pro2 黑 伺服器版(非透側),452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
78,Phanteks,Enthoo Pro2 黑 伺服器版,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
79,abee,SMART EM30 黑,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
80,Fractal,Design Epoch TG RGB,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
81,Fractal,Design Define 7 黑 (靜音),452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
82,Fractal,Design Define 7 XL 黑 (靜音),452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
83,Fractal,Design Torrent Compact RGB,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
84,Fractal,Design Torrent 黑(靜音),452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
85,Fractal,Design Torrent,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
86,Fractal,Design Torrent RGB,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857141,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
87,Fractal,Design North Charcoal,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
88,Fractal,Design North Chalk,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
89,Fractal,Design North XL Charcoal,452.8785714285713,452.2857142857143,0.007142857142857143,0.007142857142857141,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
90,Fractal,Design North XL Chalk,452.8785714285713,452.2857142857143,0.007142857142857141,0.007142857142857143,0.007142857142857143,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571
